10000 100000
2392 4165 4
5374 8986 6
497 6047 10
307 4796 5
395 62 7
9747 5956 2
2608 3156 9
2843 6841 8
4286 9021 5
2428 5532 4
4075 1477 4
835 9344 5
7206 5401 8
1861 1676 1
5258 4674 7
2177 8016 7
7328 4126 5
7252 5198 1
2689 4331 3
8365 3336 7
8294 2940 5
3917 4455 2
4425 9487 9
6351 1445 3
8439 131 1
5854 4325 3
2513 8000 3
6156 1465 4
8856 8185 10
5775 6689 5
1782 3413 7
7044 8108 5
3291 6396 6
5595 9060 9
3625 8939 9
9540 8258 2
4878 1121 1
1931 2011 10
1069 3613 2
2483 508 9
6260 5698 6
2380 7652 10
8322 1033 3
5136 8388 3
8909 1032 8
2754 643 2
9703 1563 9
4804 8746 1
1638 6019 3
5541 4234 7
3819 5375 6
3122 9088 1
914 793 6
6591 5536 8
3960 9061 6
223 6801 9
9714 3873 10
537 1646 3
8344 6140 3
3643 5778 9
8070 4915 9
6136 5567 2
3114 4186 10
9725 4905 1
7976 4993 6
1928 7854 2
3676 9583 9
3579 5901 2
3074 310 3
288 7029 9
4980 3776 5
6620 6074 9
67 4512 10
1187 9691 8
1787 6371 3
7535 7290 10
7517 7272 6
1714 6853 10
4941 2469 1
6658 5038 8
5211 46 3
1382 10 6
5311 7748 3
884 710 6
7907 9337 1
1511 6204 9
317 1771 4
7382 8180 1
7457 5781 9
9456 1300 7
4889 6192 6
9217 8313 5
8200 9191 9
2996 7781 3
8096 6664 4
7913 1532 8
9310 4486 1
8205 5982 8
2804 359 6
1593 3082 4
7871 1173 7
493 7532 10
3330 6572 6
6731 2390 9
4461 2308 2
2680 7464 8
608 2334 9
9333 9717 4
4924 6817 4
2375 2030 8
4787 4499 2
2024 7954 6
568 1407 4
7772 6318 7
770 4945 7
6396 6416 9
7214 7401 2
331 6570 1
6638 8106 10
3240 9154 3
6900 617 7
3542 7565 8
3092 2913 5
5238 8384 7
248 419 4
5087 6222 1
3321 8561 1
3836 9653 8
8586 4534 9
2912 9455 10
6677 1436 1
5656 935 6
4659 631 3
6291 5191 1
3305 1239 4
5844 1867 6
3866 327 3
9919 1018 5
2052 4145 7
6655 7708 6
5633 4314 10
3841 1382 9
2 1073 7
7966 4119 1
5224 6754 7
8173 341 3
6879 8655 8
505 8018 4
5790 3395 3
9184 8204 1
2253 7585 8
7237 4959 3
1758 2731 2
9607 3048 3
8211 3475 4
300 3149 5
6589 516 7
6675 6051 4
7699 2280 7
7282 5075 1
72 389 8
8969 8300 2
9415 3140 9
1222 988 10
9843 6559 8
5639 595 5
6515 9049 2
7266 9380 7
5724 1770 1
4272 93 10
3029 8651 3
8348 4519 2
616 7733 5
1756 1582 9
2280 5054 1
2925 5268 6
7874 4990 7
8484 727 8
6589 2507 6
5767 4544 2
3996 1712 10
6750 1142 5
8686 7494 3
9689 4965 3
7911 1142 5
1808 1513 3
2169 1989 1
9213 6405 10
4440 8871 5
2751 8165 7
8870 3441 6
4614 3476 4
1758 2592 6
2705 4110 3
8140 1215 9
8383 6182 2
7565 6692 6
1097 1334 3
4910 7480 7
4120 4021 8
3521 1358 2
877 2252 4
8022 7037 6
2787 6043 8
6198 4379 8
7716 2676 5
8378 2708 9
8913 4209 2
9296 5882 2
5120 3441 3
8116 550 1
3432 9877 2
2046 5661 4
4747 8315 6
9916 4677 2
2432 7090 5
6853 4900 10
2719 3185 7
4523 5965 8
5067 9149 8
8464 2537 7
1865 766 2
4321 3031 4
3665 314 10
6317 7209 5
9175 5899 7
6151 8096 8
9290 7168 2
4457 4645 2
1164 4242 5
2598 8318 9
2939 7622 2
3223 3848 10
3656 9577 8
9137 2524 1
2368 6293 7
6218 9763 2
1544 4308 1
2779 629 4
3902 7697 9
434 4653 8
7739 6790 5
731 5759 7
6065 6218 3
1780 9958 7
7014 7223 6
259 8533 10
2538 2936 4
8585 61 9
9523 869 5
7779 6658 8
847 43 2
1664 5687 8
2152 2862 5
7747 176 9
2476 2014 1
3083 5574 10
5711 3850 4
1454 3438 5
2214 2979 9
8735 5472 4
6164 2248 10
5570 649 1
3917 2927 1
17 6566 9
8481 1480 1
2520 3616 10
7991 3954 7
838 4877 8
4238 5217 6
5882 3648 3
4634 8984 9
9543 2560 2
1324 4512 7
1241 9379 10
3522 3451 10
6277 503 1
5164 9352 3
5204 2864 8
857 2781 7
8392 2894 3
8979 2261 8
9028 4421 6
6247 6970 7
7861 4742 8
4070 1060 1
6631 3633 9
8958 5355 2
9986 8058 3
5711 7554 10
9733 7794 8
8028 1458 8
4554 6473 5
2601 2603 5
2940 5489 7
1054 6445 2
2449 9448 5
1802 2498 8
6671 1068 8
8276 7465 10
4831 306 4
3566 253 4
7817 9618 3
8372 451 10
6605 6473 9
9939 3487 4
2179 1279 4
2702 1358 8
9976 6414 8
1986 3612 5
3046 4151 9
323 8349 1
5028 8067 2
8732 6757 9
5131 9066 1
2019 4266 7
2522 4639 9
3327 6765 2
3936 8135 4
7698 6266 10
7427 3210 5
9154 1203 7
3416 2802 7
5545 6828 2
5622 8404 4
2860 815 6
6908 2667 7
3443 5073 10
8689 9484 4
712 6981 8
5967 7274 5
5934 4546 6
5502 9650 10
2552 4443 8
1718 2398 7
1240 9897 6
7194 8338 7
815 1583 8
1921 1259 8
6223 9848 2
583 7604 4
1682 8197 2
3671 1597 8
7653 101 4
8375 5725 5
5787 2634 8
7040 6111 2
6226 8101 2
8470 2521 10
3317 9484 6
7731 6583 1
948 8252 2
3749 8119 10
456 7969 9
8415 7689 2
7220 7388 10
6711 5975 5
8310 2985 3
9087 2149 9
2779 610 2
4166 2975 1
4181 4904 10
6792 3572 5
3640 9015 8
4567 1634 3
8137 1360 2
6525 7561 10
2961 7002 5
342 6898 8
7659 473 4
5055 487 7
2218 4853 2
3670 6192 10
8802 5997 6
2612 82 3
6187 6885 9
8452 8540 3
5553 841 1
994 4561 7
8800 7479 2
8086 9058 6
3892 4652 3
7417 257 2
2693 7451 2
1696 1641 10
367 1748 5
3694 414 9
2644 2541 7
3564 7588 7
3016 1267 7
6967 985 5
3936 8748 2
6540 6473 7
9121 4811 8
1729 3654 3
9261 8151 8
1852 9422 3
7578 3824 5
5258 9809 2
9298 3387 1
563 1956 10
2366 688 9
7934 4252 7
59 3885 7
7820 1689 5
5195 4458 3
8524 7424 6
9880 7745 6
2664 6876 3
2453 6238 3
4561 5904 7
9533 3353 8
7331 9192 5
2337 4858 2
8523 2432 5
6560 8487 3
771 6775 2
1127 6665 1
9957 4670 2
2641 4596 5
249 5313 6
6750 6125 8
7654 3176 3
2326 7321 1
1218 2353 6
8155 9569 8
6704 5224 2
5315 3332 4
3231 2146 5
4776 5538 3
6066 7046 3
8968 7231 3
6100 3071 2
2930 1631 6
1783 5067 10
6480 9822 1
4317 5941 1
173 1092 10
141 6917 10
4347 425 8
2857 8364 8
7827 7508 1
6169 4277 4
2645 9428 2
2562 1261 7
9762 1443 4
8347 5226 6
5179 667 4
3842 9387 7
7156 5717 10
2237 5701 3
5601 873 1
9584 9198 9
8065 5733 3
7705 557 2
426 5132 2
4126 8548 7
6243 135 2
801 5102 1
5993 3267 1
6219 3438 8
2836 4565 6
8225 9353 7
7429 5525 4
9429 3702 4
7526 9360 3
5746 7250 9
7871 1264 6
6777 7936 4
9419 8298 4
9444 1151 5
8905 955 9
5237 541 9
3206 315 1
7413 8601 2
2934 302 7
4083 5889 10
4425 4322 1
8976 6951 4
9938 9343 2
2693 7226 7
3143 4403 3
4061 9054 8
4686 1749 6
498 5815 5
7754 4497 9
2773 2264 5
2169 6495 8
5371 4729 7
6087 6 6
3908 7819 10
4165 3507 4
1426 4141 7
3293 5905 3
1706 2945 4
3973 5995 8
8470 9279 8
6703 1742 4
2807 9045 2
6182 182 3
8721 2902 9
547 9159 3
3407 106 5
2053 8484 10
8595 9365 9
5293 744 5
1292 2047 4
5611 97 8
2782 5411 9
6104 4843 3
1718 6785 7
8466 135 3
8763 118 8
7555 4678 10
6939 698 5
8843 7355 9
7077 1121 7
6816 5366 4
5919 2248 10
8629 6761 8
2156 2696 5
1023 2905 8
9429 5626 3
4520 8206 8
2274 5118 10
9337 5869 7
8043 2023 8
3695 1138 2
5767 8744 9
3500 2898 4
9870 4342 4
9801 857 9
4325 8051 7
508 1623 2
4802 5732 2
8495 940 7
29 6135 3
1313 9456 10
101 6517 3
3949 6000 4
3436 5578 4
6049 2267 1
3937 6877 8
6176 3956 7
3837 7294 4
8933 8404 1
5558 6636 7
9057 939 10
8975 2977 3
4814 1254 6
3387 8170 2
6911 5317 9
8532 6446 9
8705 9719 3
1482 6349 10
1284 5111 10
508 8955 10
9244 3952 10
298 9749 2
3327 3852 9
7565 8275 1
4757 2454 1
4847 2480 8
7231 9864 6
314 837 7
3078 6172 1
7737 9217 2
3230 7773 3
6727 4592 6
141 4566 6
5061 2549 3
2500 6744 4
3266 6251 9
1071 771 1
3984 2146 3
1729 7415 2
8254 1518 5
5509 8279 9
9500 8742 6
2708 6234 10
532 8783 4
6956 5356 1
6632 5973 3
9442 7190 2
8714 4851 7
8711 2767 7
3593 6098 5
2299 1315 2
35 514 3
8071 9552 10
5817 313 9
9523 2429 7
3669 7890 4
7202 1319 6
1346 6436 1
3737 2926 2
3635 7765 2
7289 3813 5
9825 1783 10
7621 9168 4
4011 5504 7
4682 5738 3
4696 9327 3
8848 5845 3
9494 7800 5
3305 7147 2
9265 2976 5
5457 3188 2
1037 1910 1
4190 9437 7
7357 13 1
1166 7027 1
3518 9853 9
4729 5158 3
7382 9900 1
4140 8481 7
6908 9478 4
9638 9170 10
2763 351 3
9718 8692 5
5252 2997 9
8082 4466 8
384 3195 9
3920 5156 10
8815 5255 6
8602 9550 7
1469 9208 6
368 8250 9
1241 2898 6
3478 2263 4
7863 6414 1
9992 8231 3
624 6769 1
2104 900 6
8862 4193 5
5496 5377 8
5727 3915 4
7795 2116 3
8619 9002 6
7917 173 5
8351 2420 9
6322 8740 4
1409 1583 1
7089 2459 5
1382 459 3
8485 8980 4
8903 1902 1
1718 7492 1
240 2620 7
5487 5318 3
5345 4280 10
1387 5820 2
7415 5083 10
3755 9830 5
2948 3007 5
6273 7348 4
8225 2597 6
994 9116 2
2836 315 1
6287 3226 6
9326 4746 7
9461 6574 5
8757 3244 3
9658 5447 2
1770 5333 5
516 5885 3
9442 9103 4
6745 9817 7
8720 1606 10
5308 3983 10
1667 7771 5
5281 4744 8
8954 8359 5
4236 9842 10
2773 5913 8
3043 6441 8
3365 2321 9
8359 1661 7
9682 6592 10
1786 9835 1
9161 7415 10
5280 45 1
4372 8719 5
8425 1581 8
6884 1891 8
3784 6098 5
5683 3901 3
8928 4727 2
1041 4188 8
9087 8660 6
9539 1767 8
2518 1817 1
5485 9316 7
3664 1061 6
9635 6340 9
9566 2250 8
7759 3963 9
616 9007 10
5444 875 10
2232 3302 8
216 580 2
1670 6106 4
7257 9612 5
8855 3245 2
3395 6036 7
5849 499 10
2268 6120 5
3802 9772 7
6454 3146 2
4889 4800 4
9941 6959 10
4981 4386 2
6148 2151 7
5983 7415 1
5681 1399 1
7155 5182 4
6351 695 6
3110 766 2
9138 1366 5
6511 7749 8
4875 417 6
942 3692 6
3287 3037 8
1038 3155 2
2983 7757 5
800 5267 4
8816 3848 2
1089 362 1
6987 399 2
9259 1955 1
161 9695 7
9189 9741 2
5732 6256 10
1557 9322 3
3908 7170 5
4399 9052 1
5157 6883 2
8897 1086 7
1044 8531 5
8991 2074 4
5669 1448 4
8052 5597 9
4482 6449 2
9352 7516 4
7036 2233 10
3837 1500 9
8795 4299 10
2422 9654 6
5584 4339 10
1569 698 1
5908 1244 6
5974 5633 2
6381 5373 6
1324 1637 9
5126 6196 4
4365 99 8
796 8317 8
1286 5753 10
603 4328 4
5504 4144 9
5244 3242 6
6083 2308 2
7884 8512 10
4318 2978 4
5434 1883 3
5016 6438 5
7759 2086 2
9354 5153 9
949 5248 9
8116 1536 10
1730 9078 10
1887 8770 3
8154 295 10
8904 198 1
6045 6250 5
1045 538 5
2949 7749 5
1075 637 2
5946 5145 2
3457 7215 2
1662 8279 2
6735 8367 3
4822 8103 2
1824 6770 7
134 2400 8
2536 4029 4
1698 9617 7
5203 7425 7
9325 7000 10
6876 7723 8
980 1003 10
1973 1133 9
8238 4518 1
9052 3487 7
7210 7382 4
140 6362 9
4218 5944 10
9094 7011 7
2298 3247 4
9183 7174 10
4581 6727 10
9989 2572 7
1515 592 1
6274 6098 5
9459 3409 3
6325 1592 10
8377 4308 2
6672 9154 4
8592 8934 8
984 6428 3
5550 4582 9
7237 6719 2
5599 2281 8
9563 1359 10
7261 3385 3
8694 8096 7
2374 9023 6
9430 8443 1
7821 1543 8
4801 1948 4
6198 6152 3
6321 6231 2
2484 5462 5
9141 2210 4
702 5473 3
691 5433 1
6731 5022 7
5943 2678 9
4360 4052 10
9356 5953 8
5962 6741 9
21 485 3
2896 5776 3
5046 3045 7
6125 4763 2
7951 7563 2
1900 5221 6
3863 4045 6
2248 2659 2
6121 8884 6
918 2987 5
7585 8898 10
671 8162 4
1333 6695 8
4505 8874 10
8504 8025 10
391 1209 9
4683 1606 9
1695 2934 8
6898 2782 5
4432 3766 10
1327 945 7
1273 96 10
1149 1745 2
1969 5095 4
2043 6515 6
2581 7683 3
1584 2044 9
4172 9495 4
5076 2759 7
4416 9116 2
8707 9168 3
1314 347 2
1629 6015 9
1339 4307 1
9904 4121 2
5394 4886 2
5754 8544 6
9000 9556 8
4984 7640 9
9408 1745 1
3406 9400 5
9490 7118 3
4518 4842 4
1809 6146 2
6467 3386 10
7630 8696 2
6818 3540 3
2887 7068 8
2275 6808 4
5413 1642 4
8805 2778 4
3015 5196 5
2689 4135 10
8056 4744 2
7736 8046 1
6252 9763 1
625 5149 8
1693 3320 1
6842 5733 2
1983 5201 1
3509 4325 8
6113 7862 7
677 1367 5
2516 9864 8
8254 4282 6
7045 3139 2
9654 5897 3
5612 3278 9
5895 9640 10
8465 4858 6
936 9861 1
8627 3 8
3576 58 8
3546 6194 2
450 8127 1
7508 6018 4
966 6479 5
2193 5217 8
3917 886 3
8099 1339 2
2915 2635 6
9773 9083 10
2842 1693 8
698 7936 4
1368 6268 5
5305 8094 2
9372 2252 7
9644 2309 1
7627 8200 4
1597 3586 4
3641 8512 1
6533 698 7
2096 2315 6
6865 5400 6
728 6141 10
1670 5535 10
7964 524 7
1092 8829 8
3760 112 5
4477 4898 9
690 4850 6
1243 460 5
7592 6927 3
5860 6865 2
1092 4661 9
182 7474 4
2123 8068 1
6192 6727 7
7723 6875 1
3144 5968 6
6037 3304 10
9771 1926 8
713 9013 8
2766 1098 3
5284 5376 1
4754 2444 4
7533 3057 10
294 6573 3
6549 9364 5
6677 6757 2
2014 4678 9
4797 2344 2
5533 8550 8
8749 6598 8
3040 4522 6
5974 8074 5
3668 8200 4
6973 8778 6
1760 8910 1
502 8689 3
8917 7131 7
7025 8606 1
1712 739 1
5729 3048 6
3378 5691 7
4351 3237 6
19 1033 9
2377 1758 3
5121 1140 3
2013 9967 3
4377 7789 6
4814 9073 4
751 1163 4
1456 6980 9
8518 966 6
7796 8583 3
2950 4829 4
900 436 7
8832 2146 4
4520 1216 9
2202 4949 3
2475 7135 4
4677 3042 6
5502 9189 9
8778 5136 9
3692 2181 5
6401 9569 5
4082 8284 6
522 8144 9
6217 5063 3
87 9986 10
8579 6534 1
9302 2629 1
748 1095 5
2960 1939 9
6652 4928 2
8218 1036 2
2303 1801 7
6212 2671 4
6611 1066 4
8276 5375 8
4122 8987 3
4390 5411 5
2731 5738 4
1194 146 9
5994 2928 6
2568 2546 4
234 7691 3
3260 3938 7
1527 9501 10
9972 7295 8
8963 6798 8
7002 8500 10
3423 5282 4
6464 6630 3
3044 9674 5
2871 3873 6
627 7290 3
4096 3597 3
4372 4429 7
8937 6811 4
1991 9145 4
8736 4631 1
6958 6397 1
2644 4964 2
3174 1846 6
5340 3219 8
9798 5525 1
4157 5345 1
1974 2169 5
7155 8363 10
6035 5874 3
7511 4316 10
4237 4981 10
2177 1758 10
2546 978 2
4017 8825 2
9238 8624 7
9969 891 1
8454 4798 5
1753 3669 8
4499 3181 1
9492 4662 1
752 1367 2
9235 322 9
3487 2602 2
6705 725 6
3920 1216 1
6729 9402 6
7082 3788 5
4039 5481 7
1520 9851 2
7024 1722 4
8340 3808 7
2549 7280 2
1059 1957 1
3820 9286 4
718 8765 9
3920 6786 9
5514 8018 7
7928 4535 9
2285 4082 2
6178 9517 9
2719 9470 6
861 3003 7
4075 4079 6
3538 9735 3
7393 7905 5
200 5025 5
524 6892 5
594 9492 4
460 6380 10
6253 1267 2
8364 185 9
8899 5412 1
7035 5578 2
1396 1391 3
5351 8393 8
2670 4724 8
6145 2045 7
5451 281 9
796 1962 3
2542 7837 9
9176 923 5
3218 4549 10
5619 6403 3
1974 9990 10
8986 9580 5
918 1664 1
4415 1602 3
1908 3299 5
5623 2805 7
3428 5096 1
4691 4421 6
2550 7107 7
352 2956 5
2650 9815 2
876 3062 2
2657 1931 6
5318 1556 6
8327 3488 7
963 4746 3
7429 8050 8
4874 404 2
3887 3465 9
7680 3852 5
4390 8681 3
6809 2397 4
9215 9293 6
4031 2092 3
6328 8207 3
6417 1547 5
9421 1583 3
1648 8494 1
7824 2739 9
469 7726 8
7792 6798 4
2220 7013 4
4842 1536 1
4226 2601 10
9803 3467 3
9286 7337 2
5711 8303 2
7287 1195 10
3008 657 1
6844 2022 9
765 552 8
969 6517 6
8562 397 9
8852 7977 9
8922 3146 8
8696 9702 7
6421 1111 9
7481 9771 5
7316 8495 4
6612 9435 10
4349 126 10
4983 7350 3
7481 5827 5
348 4638 3
6058 1350 10
7864 819 8
3967 1372 3
3668 5619 6
8981 822 3
9931 21 10
3309 3926 5
3257 5222 10
5296 6008 6
2554 8797 2
7352 9715 7
9425 8059 7
6926 8551 7
4769 6551 10
6579 7775 10
8605 5938 5
2145 2920 8
372 7018 7
3647 2764 7
5116 6487 1
2436 3240 10
842 9257 10
5579 5982 3
1082 8593 3
7387 6417 4
5717 6745 3
4498 7023 3
9956 6041 9
6965 652 9
4205 6995 10
904 8514 9
774 2903 3
7078 5687 6
4652 1903 2
4654 5928 7
3509 9294 10
3571 9204 3
2906 9095 7
8791 6031 3
8932 5667 10
4058 6379 9
788 7170 8
4368 6957 3
8341 3071 5
6839 7144 9
463 2084 8
1254 6871 8
1604 6333 8
3446 3904 2
5470 2809 2
2907 2673 10
4713 749 10
7425 6988 9
3174 4061 8
8282 1477 6
239 3884 8
9931 4986 10
3192 3915 6
161 2018 2
2871 9140 3
7301 4512 6
3200 4718 6
4778 608 3
9641 4368 9
974 6639 6
9953 3706 4
1319 1184 2
9221 3148 5
6720 2250 5
3606 3736 8
2778 5936 6
4421 6768 1
8857 53 2
829 5635 7
9674 8704 2
2162 8818 10
4731 9865 4
1680 4016 10
2057 8282 10
3823 7264 4
6455 5481 8
6058 6395 7
2437 9957 6
8563 5755 8
5355 5996 6
4144 3069 3
9377 5651 8
7597 1512 6
9799 2494 1
4551 5620 1
4342 7335 6
3989 2710 10
3296 9784 5
742 5310 8
8488 8287 3
530 8045 8
2480 9897 3
569 7289 5
4372 855 3
1509 8863 4
3926 4785 9
8299 4972 4
1091 2388 8
1221 3777 7
2738 2832 1
4910 5293 3
4786 8956 1
1678 947 3
5806 5633 9
1745 469 8
7836 5809 5
316 3097 8
374 9095 1
4706 1787 10
3822 8535 4
378 4266 5
1027 9186 3
1469 4493 9
6439 5228 4
7996 9754 7
7978 3596 6
6548 713 5
1086 7560 4
2845 8055 10
8945 4673 1
2583 2392 2
9578 3802 3
4858 3852 5
6765 7395 1
2187 6185 5
6906 666 3
9566 8572 2
7362 5300 2
244 1599 8
6404 6729 9
6551 9334 4
3863 446 3
491 767 6
277 9912 7
1130 3492 9
360 8968 7
7183 6745 5
6643 5163 2
1711 2758 5
1732 826 10
3596 4343 6
4474 8668 7
1597 7674 9
8802 6977 9
6121 988 9
65 6508 7
7595 2022 10
9073 1122 6
7899 6304 8
3571 5050 9
7766 2306 7
7271 1130 6
7750 2977 4
9926 5745 7
4795 8842 7
6436 3089 8
1955 6669 10
7348 2634 3
7241 4659 4
6229 2557 4
6556 3872 8
5142 3221 8
7844 5831 10
3509 2898 6
6497 2916 5
2038 7532 6
3353 9218 8
6090 1849 2
1228 3475 4
5337 7284 5
4803 6976 9
1380 586 3
6148 4690 4
962 6674 10
9719 4923 4
9619 6400 8
2502 9716 9
7820 9369 1
908 2004 2
2549 3115 7
2091 7083 8
3263 8327 9
4131 5945 2
536 2947 8
8996 1545 9
9553 1066 6
9942 5287 4
2541 8343 2
7781 4183 4
417 3984 5
8764 6460 9
1941 8471 10
9659 2828 6
7147 2470 7
3653 8918 2
5129 4431 6
8736 2090 1
5420 9435 1
762 4199 9
1141 5886 8
3039 4045 3
9336 5729 2
329 6217 5
4567 487 1
6798 8668 6
9266 2242 7
6841 2088 7
4030 2856 7
259 9002 5
4704 152 2
1972 8917 10
628 3668 10
5055 3076 1
5463 207 8
6274 6165 10
5542 9480 8
2724 2466 2
5451 7935 10
9228 4979 5
2616 1599 3
7955 1591 7
5607 3358 5
428 5630 5
7104 6167 1
147 2699 4
9411 4128 1
9676 3556 7
5709 1368 3
197 1991 9
2781 1779 10
1777 3675 8
2468 4182 2
5939 7438 8
8090 7169 5
110 7783 6
2903 4865 3
4462 4736 9
8180 5667 5
8166 3623 3
6837 1179 8
1018 3888 4
4644 2419 4
8136 4407 8
3075 9505 9
6051 3373 4
4521 8157 7
7121 7447 4
1833 7292 1
8744 2915 5
9952 6925 1
657 4085 8
4820 8073 7
2215 1624 7
6153 3820 4
5172 5217 1
8727 3136 7
8737 4783 7
9048 978 3
3910 2995 4
3322 8188 8
9021 1407 3
7311 3945 3
3209 118 9
9806 1408 2
5351 8032 7
9573 6785 6
2970 5589 1
4011 3665 6
6503 2303 2
6653 5187 4
6541 9299 1
9678 1879 7
1740 5204 4
4309 1277 3
642 1126 1
9062 7952 9
2922 7749 2
6316 7706 2
6655 3053 4
7658 7759 2
1325 3765 4
7531 8455 4
8845 5266 2
3890 7229 10
8730 5387 4
4641 7680 7
4875 4486 7
7071 5997 4
2826 1940 1
848 8612 1
8111 4162 9
4294 8221 7
6571 381 10
2667 1389 2
5109 5971 9
1434 974 9
4670 4590 10
8343 7880 7
7168 9130 1
9560 6308 1
9485 5893 10
2273 9527 10
1127 3190 9
6055 9311 8
5174 3293 7
6223 2461 9
2053 9155 6
4892 166 5
6842 9786 6
3616 240 7
3328 1334 10
1902 5880 4
3542 1806 4
4573 8824 6
7799 9742 8
4515 1000 3
9293 6287 10
4639 6922 1
3383 1179 5
4724 2152 9
3317 1389 2
1133 1336 4
371 5416 9
5347 5081 4
840 46 5
2974 673 6
9701 1952 7
8311 4782 8
7553 8884 2
2507 7495 1
6653 7697 10
1213 6255 9
2766 4625 9
8584 1823 1
3043 8145 2
1115 1662 2
3913 4408 4
2914 991 5
6335 366 2
2101 2469 7
8729 4892 3
3661 3644 5
9940 786 4
2500 8810 3
2861 1657 2
9854 5444 3
8075 8338 6
1739 3105 3
1819 3175 5
9179 1256 1
809 8938 7
7787 1789 4
3292 9820 4
5642 7658 1
1821 2493 7
4357 9949 2
7296 9882 10
8241 717 6
2883 4148 6
408 6428 8
564 8392 7
3331 6759 6
8390 3628 10
3578 3445 9
2999 5612 6
9420 8657 5
6063 4202 10
405 9066 7
9234 2759 10
8694 8172 7
9685 9539 9
8940 8309 9
1799 7633 8
6840 8873 6
4772 9372 2
1932 3985 3
8945 8196 5
8308 7486 10
6189 8571 4
9740 5775 9
806 9560 2
7387 9575 4
783 9198 7
3612 2148 5
5053 4505 1
9725 338 6
4429 3940 2
460 3335 4
2717 6633 8
6736 3979 6
374 7886 7
7695 913 3
5945 3627 6
3816 8752 5
9762 6078 9
8731 6071 3
985 9469 4
9237 3753 7
3695 4296 1
3330 1826 6
8115 7068 3
2399 8381 9
2417 5277 4
6330 9724 5
7159 5660 1
592 5988 1
3708 2861 2
4772 6607 8
5889 8019 4
125 9544 7
7621 7231 5
5191 8045 8
7201 4649 5
7056 3374 5
1283 4731 4
6351 9727 3
3071 4846 4
6798 2269 3
4902 7845 3
8888 3789 5
7744 2183 10
9755 6550 3
4453 4352 6
6910 2213 6
688 4766 9
3730 7856 4
8165 694 7
3949 5774 8
5511 5735 10
2206 1047 6
8786 1591 7
7394 1987 4
2796 3044 10
4241 3582 5
4060 2842 7
1806 9956 5
1968 6764 2
3533 5092 4
2860 1171 4
5947 2717 8
7190 3891 9
7144 9426 1
7402 9881 7
3170 4210 8
6701 2784 8
7498 3609 5
834 7154 2
7349 5897 2
4822 7628 5
7433 3908 6
4944 6665 1
3955 2447 2
1300 4862 9
6087 9128 8
9306 7848 6
251 2383 3
8749 2332 10
8705 7458 5
2113 3684 9
7688 5475 3
4171 8015 9
8451 6342 4
7603 840 6
3156 7011 2
2716 8772 10
3186 3835 9
8483 9056 8
5072 482 10
6822 6334 2
5254 387 4
3184 8873 8
4356 3447 4
208 7564 8
6705 391 1
8719 4163 9
5618 112 8
557 6118 7
6994 4960 4
6886 258 9
8636 9253 10
1673 6429 2
7362 5209 2
3256 8986 9
4111 2994 6
1050 2444 10
7930 1625 7
1287 5133 5
6157 1216 7
6590 1151 9
3604 8210 1
4615 2494 10
4843 2583 10
3079 2488 2
5270 2946 10
2339 5113 8
9757 6954 5
6421 9754 6
4506 216 8
8878 4533 5
1300 7767 8
9885 1935 3
3113 1441 4
8927 2950 6
3746 8437 3
7410 3028 1
4772 3863 2
8284 5865 9
5678 3460 4
1438 5894 1
9820 5553 7
3855 7752 5
5586 1608 10
396 9377 6
7033 7585 6
3071 4632 8
3040 9124 1
8698 344 6
8701 344 3
971 9774 3
4979 6841 10
2843 8224 7
3025 5135 8
7737 5610 6
2805 228 8
6011 2111 10
5810 3094 9
6450 6114 8
6043 5127 4
2554 1241 5
4108 8357 2
2136 5525 9
4834 7299 4
8263 2489 6
7293 6379 7
4935 6477 8
5478 5210 8
8878 5847 2
1369 7174 10
3872 8170 5
7564 1443 6
7074 6990 8
1723 317 5
3673 1930 7
7072 1438 10
2093 7156 8
5772 7467 8
5310 9677 8
7411 4393 4
9060 888 5
8276 2486 2
8094 4458 3
626 2197 10
2649 6780 8
5166 8373 8
9217 5738 9
8069 1668 8
3057 6018 5
8883 3657 3
4002 5877 7
650 6669 6
1545 1715 9
77 1605 4
414 7282 6
7326 7890 10
5594 7576 8
4377 895 5
8744 201 5
6762 3184 4
7790 2332 7
5903 9979 8
6834 4561 1
1703 2116 10
8180 7591 4
8807 2469 8
3365 9047 2
6131 2140 5
5910 2859 1
2412 7247 6
5751 7098 10
646 1669 9
9154 5605 2
7363 7989 2
5098 6742 9
9965 4236 3
671 6768 3
4727 703 4
9520 904 6
3590 8090 5
7208 3111 7
5978 3167 2
8102 9660 3
100 1654 2
2487 5687 9
2332 8807 2
4386 9571 7
5785 6963 6
3851 5852 3
6179 1051 6
4873 2919 8
6000 5779 2
1534 814 8
6588 5001 7
837 7166 1
4882 6027 4
3312 2257 6
1122 2668 7
3732 1789 5
1155 8974 1
9533 1771 9
9775 5819 7
3220 6121 8
5626 1719 3
8921 821 8
8593 2173 5
6680 196 2
8792 9840 7
6133 2261 7
9618 4549 2
8899 1389 9
405 9818 10
939 111 2
3467 199 1
3398 7903 8
5054 5356 3
7755 9637 10
3024 9858 7
2982 7491 2
3451 5546 1
6364 7435 10
6794 9300 1
2537 484 10
3459 1740 3
2701 8735 7
7273 451 6
231 2783 7
4501 7522 5
99 528 6
6279 1607 7
6220 5483 7
9797 5635 8
7715 4723 1
7421 6314 8
3759 5971 7
1902 165 5
4933 6894 2
5752 8451 2
5436 7128 3
6882 9619 5
962 5029 2
